ACADEMIC_PERIOD,MAJOR_CODE,SUBJECT,COURSE_NUMBER,SEQ_NUMBER,CRN,COURSE_TITLE,CREDIT_HRS,COURSE_CREDIT_RANGE,CREDIT_HR_SESSION,MEET_DAYS,BEGIN_TIME,END_TIME,CLASS_TIME,BLDG_CODE,ROOM_CODE,INSTRUCTOR1,INSTRUCTOR2,INSTRUCTOR3,COURSE_NOTES,COURSE_ATTRIBUTES,MAX_ENROLL,CURR_ENROLL,SEATS_REMAINING
201601,BIO,BIO,261,A,15883,Neuroscience of Exercise,,1,1,  T  R  ,815,930,0815 - 0930am,WALL,243,Lom B,,,"23, R, PRQ",,12,0,12
201601,BIO,BIO,261,B,15884,Neuroscience of Exercise,,1,1,  T  R  ,940,1055,0940 - 1055am,WALL,243,Lom B,,,"23, R, PRQ",,12,0,12
201601,ENV,BIO,267,0,15885,Cases in Environmental Health,,1,1,  T  R  ,815,930,0815 - 0930am,WALL,307,Bernd K,,,PRQ,,12,0,12
201601,BIO,BIO,267,0,15885,Cases in Environmental Health,,1,1,  T  R  ,815,930,0815 - 0930am,WALL,307,Bernd K,,,PRQ,,12,0,12
201601,BIO,BIO,303,A,10113,Biochemistry,1,0 TO 1,1,  T  R  ,1215,1330,1215 - 0130pm,WALL,320,Ward H,,,PRQ,,16,0,16
201601,BIO,BIO,303,A,10113,Biochemistry,1,0 TO 1,0, M     ,1330,1620,0130 - 0420pm,DANA,256,Ward H,,,PRQ,,16,0,16
201601,BIO,BIO,303,B,12246,Biochemistry,1,0 TO 1,0,  T    ,1340,1620,0140 - 0420pm,DANA,256,Ward H,,,PRQ,,16,0,16
201601,BIO,BIO,303,B,12246,Biochemistry,1,0 TO 1,1,  T  R  ,1215,1330,1215 - 0130pm,WALL,320,Ward H,,,PRQ,,16,0,16
201601,BIO,BIO,307,A,15155,Immunology,1,0 TO 1,0,   W   ,1330,1620,0130 - 0420pm,DANA,256,Sarafova S,,,PRQ,,16,0,16
201601,BIO,BIO,307,A,15155,Immunology,1,0 TO 1,1, M  W  F ,1130,1220,1130 - 1220pm,WALL,210,Sarafova S,,,PRQ,,16,0,16
201601,BIO,BIO,307,B,15160,Immunology,1,0 TO 1,0,    R  ,1340,1620,0140 - 0420pm,DANA,256,Sarafova S,,,PRQ,,16,0,16
201601,BIO,BIO,307,B,15160,Immunology,1,0 TO 1,1, M  W  F ,1130,1220,1130 - 1220pm,WALL,210,Sarafova S,,,PRQ,,16,0,16
201601,BIO,BIO,311,A,14444,Comparative Anatomy,1,0 TO 1,1, M  W  F ,830,920,0830 - 0920am,CHAM,1003,Putnam J,,,PRQ,,16,0,16
201601,BIO,BIO,311,A,14444,Comparative Anatomy,1,0 TO 1,0, M     ,1330,1620,0130 - 0420pm,WATSON,109,Putnam J,,,PRQ,,16,0,16
201601,BIO,BIO,311,B,14446,Comparative Anatomy,1,0 TO 1,0,    R  ,1340,1620,0140 - 0420pm,WATSON,109,Putnam J,,,PRQ,,16,0,16
201601,BIO,BIO,311,B,14446,Comparative Anatomy,1,0 TO 1,1, M  W  F ,830,920,0830 - 0920am,CHAM,1003,Putnam J,,,PRQ,,16,0,16
201601,ENV,BIO,321,A,12866,Ecology,1,0 TO 1,0,  T    ,1340,1620,0140 - 0420pm,WATSON,247,Paradise C,,,PRQ,,16,0,16
201601,ENV,BIO,321,A,12866,Ecology,1,0 TO 1,1, M  W  F ,1130,1220,1130 - 1220pm,WALL,243,Paradise C,,,PRQ,,16,0,16
201601,BIO,BIO,321,A,12866,Ecology,1,0 TO 1,1, M  W  F ,1130,1220,1130 - 1220pm,WALL,243,Paradise C,,,PRQ,,16,0,16
201601,BIO,BIO,321,A,12866,Ecology,1,0 TO 1,0,  T    ,1340,1620,0140 - 0420pm,WATSON,247,Paradise C,,,PRQ,,16,0,16
201601,ENV,BIO,321,B,12868,Ecology,1,0 TO 1,1, M  W  F ,1130,1220,1130 - 1220pm,WALL,243,Paradise C,,,PRQ,,16,0,16
201601,BIO,BIO,321,B,12868,Ecology,1,0 TO 1,1, M  W  F ,1130,1220,1130 - 1220pm,WALL,243,Paradise C,,,PRQ,,16,0,16
201601,BIO,BIO,321,B,12868,Ecology,1,0 TO 1,0,   W   ,1330,1620,0130 - 0420pm,WATSON,247,Paradise C,,,PRQ,,16,0,16
201601,ENV,BIO,321,B,12868,Ecology,1,0 TO 1,0,   W   ,1330,1620,0130 - 0420pm,WATSON,247,Paradise C,,,PRQ,,16,0,16
201601,BIO,BIO,331,0,10119,REGISTER FOR CRN 12822,1,0 TO 1,1,  T  R  ,815,930,0815 - 0930am,WATSON,310,Ramirez J,,,"PRM,PRQ,XLST",,0,0,0
201601,PSY,BIO,331,0,10119,REGISTER FOR CRN 12822,1,0 TO 1,1,  T  R  ,815,930,0815 - 0930am,WATSON,310,Ramirez J,,,"PRM,PRQ,XLST",,0,0,0
201601,MHU,BIO,331,0,10119,REGISTER FOR CRN 12822,1,0 TO 1,0,  T  R  ,940,1055,0940 - 1055am,WATSON,B20,Ramirez J,,,"PRM,PRQ,XLST",,0,0,0
201601,BIO,BIO,331,0,10119,REGISTER FOR CRN 12822,1,0 TO 1,0,  T  R  ,940,1055,0940 - 1055am,WATSON,B20,Ramirez J,,,"PRM,PRQ,XLST",,0,0,0
201601,PSY,BIO,331,0,10119,REGISTER FOR CRN 12822,1,0 TO 1,0,  T  R  ,940,1055,0940 - 1055am,WATSON,B20,Ramirez J,,,"PRM,PRQ,XLST",,0,0,0
201601,MHU,BIO,331,0,10119,REGISTER FOR CRN 12822,1,0 TO 1,1,  T  R  ,815,930,0815 - 0930am,WATSON,310,Ramirez J,,,"PRM,PRQ,XLST",,0,0,0
201601,BIO,BIO,357,0,16059,Biotoxicity of Hookah Smoke,,1,1,   W   ,1330,1620,0130 - 0420pm,WALL,307,Bernd K,,,"PRQ,PRM",,6,0,6
201601,BIO,BIO,368,0,15424,Health Care Issues in Zambia,,1,1,      ,,,TBA ,,,Case V,,,"PRM,FEE",CULT,9,0,9
201601,BIO,BIO,370,0,16151,Directed Reading in Biology,,1,1,      ,,,TBA ,,,Staff S,,,PRM,,10,0,10
201601,BIO,BIO,371,0,14452,Research in Biology I,,1,1,      ,,,TBA ,,,Staff S,,,PRM,,30,0,30
201601,BIO,BIO,372,0,14801,Research in Biology II,,1,1,      ,,,TBA ,,,Staff S,,,"PRM,PRQ",,25,0,25
201601,BIO,BIO,373,0,14821,Research in Biology III,,1,1,      ,,,TBA ,,,Staff S,,,"PRM,PRQ",,20,0,20
201601,BIO,BIO,374,0,16152,Research in Biology IV,,1,1,      ,,,TBA ,,,Staff S,,,"PRM,PRQ",,10,0,10
201601,BIO,BIO,379,0,16153,Thesis in Biology,,1,1,      ,,,TBA ,,,Staff S,,,"PRM,PRQ",,10,0,10
201601,BIO,BIO,393,0,16062,Advances in Genome Editing,,1,1, M  W  F ,1030,1120,1030 - 1120am,CHAM,1045,El Bejjani R,,,"PRQ,R",,12,0,12
201601,CHE,CHE,110,0,14043,Fundamentals of Chemistry,,1,1, M  W  F ,830,920,0830 - 0920am,WALL,320,Striplin D,,,12+,NONE,24,0,24
201601,CHE,CHE,115,A,10158,Principles of Chemistry,1,0 TO 1,1, M  W  F ,1030,1120,1030 - 1120am,WALL,320,Beeston R,,,"97,FEE3",NSRQ,16,0,16
201601,CHE,CHE,115,A,10158,Principles of Chemistry,1,0 TO 1,0, M     ,1330,1620,0130 - 0420pm,WALL,110,Beeston R,,,"97,FEE3",NSRQ,16,0,16
201601,CHE,CHE,115,B,10159,Principles of Chemistry,1,0 TO 1,1, M  W  F ,1030,1120,1030 - 1120am,WALL,320,Beeston R,,,"93,FEE3",NSRQ,16,0,16
201601,CHE,CHE,115,B,10159,Principles of Chemistry,1,0 TO 1,0,  T    ,1215,1620,1215 - 0420pm,WALL,110,Beeston R,,,"93,FEE3",NSRQ,16,0,16
201601,CHE,CHE,115,C,10160,Principles of Chemistry,1,0 TO 1,0,   W   ,1330,1620,0130 - 0420pm,WALL,110,Anstey M,,,"97,FEE3",NSRQ,16,0,16
201601,CHE,CHE,115,C,10160,Principles of Chemistry,1,0 TO 1,1, M  W  F ,1130,1220,1130 - 1220pm,WALL,320,Anstey M,,,"97,FEE3",NSRQ,16,0,16
201601,CHE,CHE,115,D,10161,Principles of Chemistry,1,0 TO 1,0,    R  ,1215,1620,1215 - 0420pm,WALL,110,Anstey M,,,"93,FEE3",NSRQ,16,0,16
201601,CHE,CHE,115,D,10161,Principles of Chemistry,1,0 TO 1,1, M  W  F ,1130,1220,1130 - 1220pm,WALL,320,Anstey M,,,"93,FEE3",NSRQ,16,0,16
201601,CHE,CHE,220,A,15722,Intro to Analytical Chemistry,1,0 TO 1,0, M     ,1330,1620,0130 - 0420pm,WALL,235,Blauch D,Stevens K,,"97,FEE1",NSRQ,16,0,16
201601,CHE,CHE,220,A,15722,Intro to Analytical Chemistry,1,0 TO 1,1, M  W  F ,830,920,0830 - 0920am,WALL,243,Blauch D,Stevens K,,"97,FEE1",NSRQ,16,0,16
201601,CHE,CHE,220,B,15723,Intro to Analytical Chemistry,1,0 TO 1,1, M  W  F ,830,920,0830 - 0920am,WALL,243,Blauch D,Stevens K,,"93,FEE1",NSRQ,16,0,16
201601,CHE,CHE,220,B,15723,Intro to Analytical Chemistry,1,0 TO 1,0,  T    ,1215,1620,1215 - 0420pm,WALL,235,Blauch D,Stevens K,,"93,FEE1",NSRQ,16,0,16
201601,CHE,CHE,220,C,16053,Intro to Analytical Chemistry,1,0 TO 1,0,   W   ,1330,1620,0130 - 0420pm,WALL,235,Blauch D,Stevens K,,"97,FEE1,XLST",NSRQ,16,0,16
201601,CHE,CHE,220,C,16053,Intro to Analytical Chemistry,1,0 TO 1,1, M  W  F ,1030,1120,1030 - 1120am,WALL,243,Blauch D,Stevens K,,"97,FEE1,XLST",NSRQ,16,0,16
201601,CHE,CHE,220,D,16054,Intro to Analytical Chemistry,1,0 TO 1,1, M  W  F ,1030,1120,1030 - 1120am,WALL,243,Blauch D,Stevens K,,"97,FEE1,XLST",NSRQ,16,0,16
201601,CHE,CHE,220,D,16054,Intro to Analytical Chemistry,1,0 TO 1,0,    R  ,1340,1620,0140 - 0420pm,WALL,235,Blauch D,Stevens K,,"97,FEE1,XLST",NSRQ,16,0,16
201601,CHE,CHE,230,A,15724,Intro to Biological Chemistry,1,0 TO 1,0,   W   ,1330,1620,0130 - 0420pm,WALL,335,Offermann L,,,"97,FEE1",NSRQ,16,0,16
